6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","1","176192",,"Baby Wipes Huggies Pure 56Pcs",1.000,86.68,0.00,16.00,86.68,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","2","33634",,"Fraldas Huggies Gold 2 94pcs",1.000,720.13,0.00,16.00,720.13,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","3","25044",,"Fraldas Huggies Gold 4 66pcs",1.000,748.68,0.00,16.00,748.68,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","4","4150",,"Fraldas Huggies Gold Jumbo 4+ 12-16kg 62pcs",1.000,769.25,0.00,16.00,769.25,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","5","54211",,"Fraldas Huggies Gold 5 52pcs",1.000,730.41,0.00,16.00,730.41,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","6","31026",,"Fraldas Huggies Pants 5 12-17kg 44pcs",1.000,599.64,0.00,16.00,599.64,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","7","11165",,"Fraldas Huggies Gold 3 58pcs",1.000,575.59,0.00,16.00,575.59,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","8","11164",,"Fraldas Huggies Gold 8-14kg S4 50pcs",1.000,576.45,0.00,16.00,576.45,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","9","11164",,"Fraldas Huggies Gold 8-14kg S4 50pcs",1.000,576.45,0.00,16.00,576.45,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
6/20/2023,"EMTRADA EM STOCK POR","VIP SUPERMERCADO","Av. 25 de Setembro

Pemba - Mocambique","Factura Fornecedor : Nº 2023FF/001745","Maputo - Moçambique","Tel. , Fax. ",,"Email:          ","400 282072","VIP CASH","Data do Documento:

",6/19/2023,"Entidade no:

","550","Data Vencimento:

",6/20/2023,"NUIT:

",,"Nº da Encomenda:

",,,"Nº Doc do Fornecedor:

","PRECOS","Armazem de Entrada:

","Loja","Moeda:

","MTN","Lin","Ref.","Designação","Qty","Pc","Desc%","Iva%","SubTotal","10","31023",,"Fraldas Huggies Gold 5 42pcs",1.000,627.58,0.00,16.00,627.58,"Subtotal","62,993.12","Valor Iva","Valor Descontos","10,023.97",0.00,"Total","73,017.09","Mod: 302 - Software Sob licença de utilização propriedade da empresa: VIP SUPERMERCADO - PEMBA 	 InforGest™ 1.8.4.27 Enterprise Edition™ Gestão Comercial - Database® Moçambique Lda - Moçambique","Page -1 of 1"
